Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
LA PAMPA,Atreucó,Doblas,wireless,42007010,23.0
LA PAMPA,Atreucó,Macachín,fibra optica,42007020,1087.0
LA PAMPA,Atreucó,Macachín,satelital,42007020,1.0
LA PAMPA,Atreucó,Macachín,wireless,42007020,618.0
LA PAMPA,Atreucó,Miguel Riglos,fibra optica,42007030,3.0
LA PAMPA,Atreucó,Miguel Riglos,satelital,42007030,1.0
LA PAMPA,Atreucó,Miguel Riglos,wireless,42007030,115.0
LA PAMPA,Atreucó,Rolón,satelital,42007040,1.0
LA PAMPA,Atreucó,Rolón,wireless,42007040,82.0
LA PAMPA,Atreucó,Tomas M. Anchorena,dial up,42007050,1.0
LA PAMPA,Atreucó,Tomas M. Anchorena,satelital,42007050,1.0
LA PAMPA,Atreucó,Tomas M. Anchorena,wireless,42007050,5.0
LA PAMPA,Caleu Caleu,Anzoategui,otros,42014010,1.0
LA PAMPA,Caleu Caleu,Anzoategui,satelital,42014010,2.0
LA PAMPA,Caleu Caleu,La Adela,cablemodem,42014020,371.0
LA PAMPA,Caleu Caleu,La Adela,satelital,42014020,1.0
LA PAMPA,Caleu Caleu,La Adela,wireless,42014020,584.0
LA PAMPA,Capital,Anguil,cablemodem,42021010,138.0
LA PAMPA,Capital,Anguil,fibra optica,42021010,335.0
LA PAMPA,Capital,Anguil,otros,42021010,65.0
LA PAMPA,Capital,Anguil,satelital,42021010,1.0
LA PAMPA,Capital,Anguil,wireless,42021010,367.0
LA PAMPA,Capital,Santa Rosa,adsl,42021020,1492.0
LA PAMPA,Capital,Santa Rosa,cablemodem,42021020,45434.0
LA PAMPA,Capital,Santa Rosa,dial up,42021020,64.0
LA PAMPA,Capital,Santa Rosa,fibra optica,42021020,4849.0
LA PAMPA,Capital,Santa Rosa,otros,42021020,1.0
LA PAMPA,Capital,Santa Rosa,satelital,42021020,3.0
LA PAMPA,Capital,Santa Rosa,wireless,42021020,556.0
LA PAMPA,Catriló,Catriló,cablemodem,42028010,541.0
LA PAMPA,Catriló,Catriló,dial up,42028010,1.0
LA PAMPA,Catriló,Catriló,fibra optica,42028010,707.0
LA PAMPA,Catriló,Catriló,otros,42028010,327.0
LA PAMPA,Catriló,Catriló,satelital,42028010,2.0
LA PAMPA,Catriló,La Gloria,otros,42028020,24.0
LA PAMPA,Catriló,Lonquimay,cablemodem,42028030,278.0
LA PAMPA,Catriló,Lonquimay,fibra optica,42028030,1.0
LA PAMPA,Catriló,Lonquimay,otros,42028030,71.0
LA PAMPA,Catriló,Lonquimay,satelital,42028030,1.0
LA PAMPA,Catriló,Uriburu,cablemodem,42028040,90.0
LA PAMPA,Catriló,Uriburu,fibra optica,42028040,1.0
LA PAMPA,Catriló,Uriburu,otros,42028040,94.0
LA PAMPA,Catriló,Uriburu,satelital,42028040,1.0
LA PAMPA,Catriló,Uriburu,wireless,42028040,115.0
LA PAMPA,Chalileo,Santa Isabel,dial up,42049010,2.0
LA PAMPA,Chalileo,Santa Isabel,satelital,42049010,1.0
LA PAMPA,Chalileo,Santa Isabel,wireless,42049010,819.0
LA PAMPA,Chapaleufú,Bernardo Larroude,dial up,42056010,1.0
LA PAMPA,Chapaleufú,Bernardo Larroude,fibra optica,42056010,110.0
LA PAMPA,Chapaleufú,Bernardo Larroude,satelital,42056010,1.0
LA PAMPA,Chapaleufú,Bernardo Larroude,wireless,42056010,463.0
LA PAMPA,Chapaleufú,Ceballos,fibra optica,42056020,1.0
LA PAMPA,Chapaleufú,Ceballos,satelital,42056020,1.0
LA PAMPA,Chapaleufú,Ceballos,wireless,42056020,91.0
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),satelital,42056030,1.0
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),wireless,42056030,251.0
LA PAMPA,Chapaleufú,Intendente Alvear,adsl,42056040,67.0
LA PAMPA,Chapaleufú,Intendente Alvear,cablemodem,42056040,613.0
LA PAMPA,Chapaleufú,Intendente Alvear,dial up,42056040,1.0
LA PAMPA,Chapaleufú,Intendente Alvear,fibra optica,42056040,606.0
LA PAMPA,Chapaleufú,Intendente Alvear,otros,42056040,1.0
LA PAMPA,Chapaleufú,Intendente Alvear,satelital,42056040,1.0
LA PAMPA,Chapaleufú,Intendente Alvear,wireless,42056040,297.0
LA PAMPA,Chapaleufú,Sarah,satelital,42056050,2.0
LA PAMPA,Chapaleufú,Sarah,wireless,42056050,16.0
LA PAMPA,Chapaleufú,Vértiz,wireless,42056060,107.0
LA PAMPA,Chical Co,La Humada,satelital,42063020,1.0
LA PAMPA,Chical Co,La Humada,wireless,42063020,224.0
LA PAMPA,Conhelo,Conhelo,wireless,42035010,46.0
LA PAMPA,Conhelo,Eduardo Castex,adsl,42035020,1257.0
LA PAMPA,Conhelo,Eduardo Castex,cablemodem,42035020,1341.0
LA PAMPA,Conhelo,Eduardo Castex,fibra optica,42035020,729.0
LA PAMPA,Conhelo,Eduardo Castex,satelital,42035020,1.0
LA PAMPA,Conhelo,Eduardo Castex,wireless,42035020,108.0
LA PAMPA,Conhelo,Mauricio Mayer,satelital,42035030,1.0
LA PAMPA,Conhelo,Mauricio Mayer,wireless,42035030,30.0
LA PAMPA,Conhelo,Monte Nievas,satelital,42035040,1.0
LA PAMPA,Conhelo,Monte Nievas,wireless,42035040,45.0
LA PAMPA,Conhelo,Rucanelo,fibra optica,42035050,1.0
LA PAMPA,Conhelo,Rucanelo,wireless,42035050,26.0
LA PAMPA,Conhelo,Winifreda,cablemodem,42035060,192.0
LA PAMPA,Conhelo,Winifreda,dial up,42035060,1.0
LA PAMPA,Conhelo,Winifreda,fibra optica,42035060,693.0
LA PAMPA,Conhelo,Winifreda,otros,42035060,2.0
LA PAMPA,Conhelo,Winifreda,wireless,42035060,195.0
LA PAMPA,Curacó,Gobernador Duval,satelital,42042010,1.0
LA PAMPA,Curacó,Gobernador Duval,wireless,42042010,105.0
LA PAMPA,Curacó,Puelches,satelital,42042020,1.0
LA PAMPA,Curacó,Puelches,wireless,42042020,100.0
LA PAMPA,Guatraché,Alpachiri,adsl,42070010,639.0
LA PAMPA,Guatraché,Alpachiri,fibra optica,42070010,2.0
LA PAMPA,Guatraché,Alpachiri,satelital,42070010,1.0
LA PAMPA,Guatraché,General Manuel J. Campos,fibra optica,42070020,2.0
LA PAMPA,Guatraché,General Manuel J. Campos,satelital,42070020,1.0
LA PAMPA,Guatraché,Guatraché,cablemodem,42070030,239.0
LA PAMPA,Guatraché,Guatraché,fibra optica,42070030,2.0
LA PAMPA,Guatraché,Guatraché,satelital,42070030,1.0
LA PAMPA,Guatraché,Guatraché,wireless,42070030,277.0
LA PAMPA,Guatraché,Perú,fibra optica,42070040,21.0
LA PAMPA,Guatraché,Perú,wireless,42070040,32.0
LA PAMPA,Guatraché,Santa Teresa,fibra optica,42070050,2.0
LA PAMPA,Hucal,Abramo,fibra optica,42077010,1.0
LA PAMPA,Hucal,Abramo,wireless,42077010,69.0
LA PAMPA,Hucal,Bernasconi,adsl,42077020,37.0
LA PAMPA,Hucal,Bernasconi,fibra optica,42077020,1.0
LA PAMPA,Hucal,Bernasconi,satelital,42077020,1.0
LA PAMPA,Hucal,Bernasconi,wireless,42077020,684.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),fibra optica,42077030,2.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),wireless,42077030,826.0
LA PAMPA,Hucal,Jacinto Arauz,adsl,42077050,631.0
LA PAMPA,Hucal,Jacinto Arauz,fibra optica,42077050,2.0
LA PAMPA,Hucal,Jacinto Arauz,satelital,42077050,2.0
LA PAMPA,Hucal,Jacinto Arauz,wireless,42077050,76.0
LA PAMPA,Lihuel Calel,Cuchillo Co,fibra optica,42084010,1.0
LA PAMPA,Lihuel Calel,Cuchillo Co,satelital,42084010,1.0
LA PAMPA,Limay Mahuida,La Reforma,satelital,42091010,1.0
LA PAMPA,Limay Mahuida,La Reforma,wireless,42091010,67.0
LA PAMPA,Limay Mahuida,Limay Mahuida,satelital,42091020,1.0
LA PAMPA,Limay Mahuida,Limay Mahuida,wireless,42091020,23.0
LA PAMPA,Loventué,Carro Quemado,fibra optica,42098010,1.0
LA PAMPA,Loventué,Carro Quemado,satelital,42098010,1.0
LA PAMPA,Loventué,Carro Quemado,wireless,42098010,50.0
LA PAMPA,Loventué,Loventué,fibra optica,42098020,1.0
LA PAMPA,Loventué,Luan Toro,satelital,42098030,1.0
LA PAMPA,Loventué,Luan Toro,wireless,42098030,67.0
LA PAMPA,Loventué,Telén,fibra optica,42098040,1.0
LA PAMPA,Loventué,Telén,satelital,42098040,1.0
LA PAMPA,Loventué,Telén,wireless,42098040,198.0
LA PAMPA,Loventué,Victorica,fibra optica,42098050,2.0
LA PAMPA,Loventué,Victorica,satelital,42098050,1.0
LA PAMPA,Loventué,Victorica,wireless,42098050,482.0
LA PAMPA,Maracó,Agustoni,wireless,42105010,29.0
LA PAMPA,Maracó,Dorila,fibra optica,42105020,1.0
LA PAMPA,Maracó,Dorila,wireless,42105020,53.0
LA PAMPA,Maracó,General Pico,adsl,42105030,2091.0
LA PAMPA,Maracó,General Pico,cablemodem,42105030,1.0
LA PAMPA,Maracó,General Pico,dial up,42105030,85.0
LA PAMPA,Maracó,General Pico,fibra optica,42105030,17887.0
LA PAMPA,Maracó,General Pico,satelital,42105030,1.0
LA PAMPA,Maracó,General Pico,wireless,42105030,3015.0
LA PAMPA,Maracó,Speluzzi,fibra optica,42105040,1.0
LA PAMPA,Maracó,Speluzzi,wireless,42105040,41.0
LA PAMPA,OTROS,OTROS,cablemodem,Sin Datos,1.0
LA PAMPA,Puelén,25 de Mayo,fibra optica,42112020,1026.0
LA PAMPA,Puelén,25 de Mayo,wireless,42112020,1215.0
LA PAMPA,Puelén,Casa De Piedra,wireless,42112005,80.0
LA PAMPA,Puelén,Puelén,dial up,42112010,1.0
LA PAMPA,Puelén,Puelén,satelital,42112010,1.0
LA PAMPA,Puelén,Puelén,wireless,42112010,129.0
LA PAMPA,Quemú Quemú,Colonia Barón,dial up,42119010,2.0
LA PAMPA,Quemú Quemú,Colonia Barón,fibra optica,42119010,550.0
LA PAMPA,Quemú Quemú,Colonia Barón,satelital,42119010,1.0
LA PAMPA,Quemú Quemú,Colonia Barón,wireless,42119010,90.0
LA PAMPA,Quemú Quemú,Miguel Cané,fibra optica,42119030,133.0
LA PAMPA,Quemú Quemú,Miguel Cané,otros,42119030,105.0
LA PAMPA,Quemú Quemú,Miguel Cané,satelital,42119030,1.0
LA PAMPA,Quemú Quemú,Quemú Quemú,dial up,42119040,1.0
LA PAMPA,Quemú Quemú,Quemú Quemú,fibra optica,42119040,1098.0
LA PAMPA,Quemú Quemú,Quemú Quemú,otros,42119040,113.0
LA PAMPA,Quemú Quemú,Quemú Quemú,satelital,42119040,1.0
LA PAMPA,Quemú Quemú,Quemú Quemú,wireless,42119040,143.0
LA PAMPA,Quemú Quemú,Relmo,otros,42119050,26.0
LA PAMPA,Quemú Quemú,Villa Mirasol,wireless,42119060,169.0
LA PAMPA,Rancul,Caleufú,cablemodem,42126010,350.0
LA PAMPA,Rancul,Caleufú,fibra optica,42126010,2.0
LA PAMPA,Rancul,Caleufú,satelital,42126010,2.0
LA PAMPA,Rancul,La Maruja,cablemodem,42126030,150.0
LA PAMPA,Rancul,La Maruja,satelital,42126030,1.0
LA PAMPA,Rancul,Parera,fibra optica,42126040,508.0
LA PAMPA,Rancul,Parera,otros,42126040,15.0
LA PAMPA,Rancul,Parera,satelital,42126040,1.0
LA PAMPA,Rancul,Parera,wireless,42126040,230.0
LA PAMPA,Rancul,Pichi Huinca,fibra optica,42126050,1.0
LA PAMPA,Rancul,Quetrequén,fibra optica,42126060,1.0
LA PAMPA,Rancul,Quetrequén,satelital,42126060,1.0
LA PAMPA,Rancul,Quetrequén,wireless,42126060,155.0
LA PAMPA,Rancul,Rancul,fibra optica,42126070,323.0
LA PAMPA,Rancul,Rancul,otros,42126070,23.0
LA PAMPA,Rancul,Rancul,satelital,42126070,2.0
LA PAMPA,Rancul,Rancul,wireless,42126070,548.0
LA PAMPA,Realicó,Adolfo Van Praet,cablemodem,42133010,6.0
LA PAMPA,Realicó,Adolfo Van Praet,satelital,42133010,1.0
LA PAMPA,Realicó,Adolfo Van Praet,wireless,42133010,57.0
LA PAMPA,Realicó,Alta Italia,satelital,42133020,1.0
LA PAMPA,Realicó,Alta Italia,wireless,42133020,463.0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),fibra optica,42133030,2.0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),wireless,42133030,113.0
LA PAMPA,Realicó,Embajador Martini,adsl,42133040,13.0
LA PAMPA,Realicó,Embajador Martini,fibra optica,42133040,7.0
LA PAMPA,Realicó,Embajador Martini,satelital,42133040,1.0
LA PAMPA,Realicó,Embajador Martini,wireless,42133040,531.0
LA PAMPA,Realicó,Falucho,satelital,42133050,1.0
LA PAMPA,Realicó,Falucho,wireless,42133050,86.0
LA PAMPA,Realicó,Ingeniero Luiggi,fibra optica,42133060,240.0
LA PAMPA,Realicó,Ingeniero Luiggi,satelital,42133060,2.0
LA PAMPA,Realicó,Ingeniero Luiggi,wireless,42133060,1418.0
LA PAMPA,Realicó,Ojeda,wireless,42133070,8.0
LA PAMPA,Realicó,Realicó,adsl,42133080,133.0
LA PAMPA,Realicó,Realicó,dial up,42133080,1.0
LA PAMPA,Realicó,Realicó,fibra optica,42133080,2551.0
LA PAMPA,Realicó,Realicó,satelital,42133080,1.0
LA PAMPA,Realicó,Realicó,wireless,42133080,750.0
LA PAMPA,Toay,Toay,adsl,42140020,219.0
LA PAMPA,Toay,Toay,cablemodem,42140020,5691.0
LA PAMPA,Toay,Toay,fibra optica,42140020,722.0
LA PAMPA,Toay,Toay,satelital,42140020,1.0
LA PAMPA,Toay,Toay,wireless,42140020,259.0
LA PAMPA,Trenel,Arata,fibra optica,42147010,21.0
LA PAMPA,Trenel,Arata,satelital,42147010,1.0
LA PAMPA,Trenel,Arata,wireless,42147010,229.0
LA PAMPA,Trenel,Metileo,satelital,42147020,1.0
LA PAMPA,Trenel,Metileo,wireless,42147020,60.0
LA PAMPA,Trenel,Trenel,adsl,42147030,67.0
LA PAMPA,Trenel,Trenel,fibra optica,42147030,1197.0
LA PAMPA,Trenel,Trenel,satelital,42147030,2.0
LA PAMPA,Trenel,Trenel,wireless,42147030,123.0
LA PAMPA,Utracán,Ataliva Roca,fibra optica,42154010,2.0
LA PAMPA,Utracán,Ataliva Roca,satelital,42154010,1.0
LA PAMPA,Utracán,Ataliva Roca,wireless,42154010,382.0
LA PAMPA,Utracán,Chacharramendi,satelital,42154020,2.0
LA PAMPA,Utracán,Chacharramendi,wireless,42154020,104.0
LA PAMPA,Utracán,Colonia Santa María,dial up,42154030,1.0
LA PAMPA,Utracán,Colonia Santa María,fibra optica,42154030,1.0
LA PAMPA,Utracán,Colonia Santa María,wireless,42154030,170.0
LA PAMPA,Utracán,General Acha,adsl,42154040,132.0
LA PAMPA,Utracán,General Acha,cablemodem,42154040,2915.0
LA PAMPA,Utracán,General Acha,fibra optica,42154040,1668.0
LA PAMPA,Utracán,General Acha,satelital,42154040,2.0
LA PAMPA,Utracán,General Acha,wireless,42154040,256.0
LA PAMPA,Utracán,Quehué,fibra optica,42154050,1.0
LA PAMPA,Utracán,Quehué,satelital,42154050,1.0
LA PAMPA,Utracán,Quehué,wireless,42154050,300.0
LA PAMPA,Utracán,Unanué,fibra optica,42154060,1.0
LA PAMPA,Utracán,Unanué,wireless,42154060,65.0
LA RIOJA,Arauco,Aimogasta,adsl,46007010,60.0
LA RIOJA,Arauco,Aimogasta,cablemodem,46007010,2031.0
LA RIOJA,Arauco,Aimogasta,fibra optica,46007010,4.0
LA RIOJA,Arauco,Aimogasta,satelital,46007010,1.0
LA RIOJA,Arauco,Aimogasta,wireless,46007010,87.0
LA RIOJA,Arauco,Estación Mazán,satelital,46007040,1.0
LA RIOJA,Arauco,Estación Mazán,wireless,46007040,14.0
LA RIOJA,Arauco,Machigasta,wireless,46007040,3.0
LA RIOJA,Arauco,Villa Mazán,wireless,46007050,156.0
LA RIOJA,Capital,La Rioja,adsl,46014010,1765.0
LA RIOJA,Capital,La Rioja,cablemodem,46014010,36593.0
LA RIOJA,Capital,La Rioja,dial up,46014010,4.0
LA RIOJA,Capital,La Rioja,fibra optica,46014010,18907.0
LA RIOJA,Capital,La Rioja,otros,46014010,6.0
LA RIOJA,Capital,La Rioja,satelital,46014010,3.0
LA RIOJA,Capital,La Rioja,wireless,46014010,1224.0
LA RIOJA,Castro Barros,Aminga,cablemodem,46021010,158.0
LA RIOJA,Castro Barros,Aminga,fibra optica,46021010,1.0
LA RIOJA,Castro Barros,Aminga,wireless,46021010,17.0
LA RIOJA,Castro Barros,Anillaco,cablemodem,46021020,453.0
LA RIOJA,Castro Barros,Anillaco,fibra optica,46021020,1.0
LA RIOJA,Castro Barros,Anillaco,satelital,46021020,1.0
LA RIOJA,Castro Barros,Anjullón,cablemodem,46021030,44.0
LA RIOJA,Castro Barros,Anjullón,fibra optica,46021030,1.0
LA RIOJA,Castro Barros,Anjullón,wireless,46021030,64.0
LA RIOJA,Castro Barros,Chuquis,cablemodem,46021040,39.0
LA RIOJA,Castro Barros,Los Molinos,cablemodem,46021050,49.0
LA RIOJA,Castro Barros,Los Molinos,wireless,46021050,4.0
LA RIOJA,Castro Barros,Pinchas,cablemodem,46021060,49.0
LA RIOJA,Castro Barros,Pinchas,wireless,46021060,1.0
LA RIOJA,Castro Barros,San Pedro,cablemodem,46021070,28.0
LA RIOJA,Castro Barros,San Pedro,wireless,46021070,45.0
LA RIOJA,Castro Barros,Santa Vera Cruz,wireless,46021080,5.0
LA RIOJA,Chamical,Chamical,adsl,46035010,129.0
LA RIOJA,Chamical,Chamical,cablemodem,46035010,2963.0
LA RIOJA,Chamical,Chamical,fibra optica,46035010,8.0
LA RIOJA,Chamical,Chamical,satelital,46035010,1.0
LA RIOJA,Chamical,Chamical,wireless,46035010,9.0
LA RIOJA,Chilecito,Chilecito,adsl,46042010,181.0
LA RIOJA,Chilecito,Chilecito,cablemodem,46042010,4490.0
LA RIOJA,Chilecito,Chilecito,fibra optica,46042010,4333.0
LA RIOJA,Chilecito,Chilecito,wireless,46042010,96.0
LA RIOJA,Chilecito,Colonia Anguinán,cablemodem,46042020,161.0
LA RIOJA,Chilecito,Colonia Anguinán,fibra optica,46042020,1.0
LA RIOJA,Chilecito,Colonia Anguinán,wireless,46042020,69.0
LA RIOJA,Chilecito,Colonia Vichigasta,satelital,46042050,1.0
LA RIOJA,Chilecito,Guanchín,wireless,46042060,2.0
LA RIOJA,Chilecito,La Puntilla,wireless,46042030,1.0
LA RIOJA,Chilecito,Los Sarmientos,cablemodem,46042030,157.0
LA RIOJA,Chilecito,Malligasta,wireless,46042070,185.0
LA RIOJA,Chilecito,Nonogasta,adsl,46042090,45.0
LA RIOJA,Chilecito,Nonogasta,cablemodem,46042090,824.0
LA RIOJA,Chilecito,Nonogasta,fibra optica,46042090,1.0
LA RIOJA,Chilecito,Nonogasta,satelital,46042090,1.0
LA RIOJA,Chilecito,Nonogasta,wireless,46042090,6.0
LA RIOJA,Chilecito,San Miguel,cablemodem,46042030,60.0
LA RIOJA,Chilecito,San Miguel,wireless,46042030,5.0
LA RIOJA,Chilecito,San Nicolás,wireless,46042100,7.0
LA RIOJA,Chilecito,Santa Florentina,wireless,46042110,7.0
LA RIOJA,Chilecito,Sañogasta,wireless,46042120,219.0
LA RIOJA,Chilecito,Tilimuqui,wireless,46042130,13.0
LA RIOJA,Chilecito,Vichigasta,adsl,46042140,26.0
LA RIOJA,Chilecito,Vichigasta,fibra optica,46042140,1.0
LA RIOJA,Chilecito,Vichigasta,satelital,46042140,1.0
LA RIOJA,Chilecito,Vichigasta,wireless,46042140,103.0
LA RIOJA,Coronel Felipe Varela,Aicuña,wireless,46028010,47.0
LA RIOJA,Coronel Felipe Varela,Guandacol,cablemodem,46028020,379.0
LA RIOJA,Coronel Felipe Varela,Guandacol,fibra optica,46028020,2.0
LA RIOJA,Coronel Felipe Varela,Guandacol,satelital,46028020,1.0
LA RIOJA,Coronel Felipe Varela,Los Palacios,wireless,46028030,107.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,fibra optica,46028040,1.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,wireless,46028040,126.0
LA RIOJA,Coronel Felipe Varela,Santa Clara,wireless,46028010,41.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,cablemodem,46028050,1122.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,fibra optica,46028050,3.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,satelital,46028050,1.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,wireless,46028050,258.0
LA RIOJA,Famatina,Angulos,wireless,46049020,6.0
LA RIOJA,Famatina,Campanas,fibra optica,46049050,1.0
LA RIOJA,Famatina,Campanas,wireless,46049050,161.0
LA RIOJA,Famatina,Chañarmuyo,wireless,46049060,29.0
LA RIOJA,Famatina,Famatina,cablemodem,46049070,202.0
LA RIOJA,Famatina,Famatina,fibra optica,46049070,2.0
LA RIOJA,Famatina,Famatina,wireless,46049070,5.0
LA RIOJA,Famatina,La Cuadra,wireless,46049080,22.0
LA RIOJA,Famatina,Pituil,wireless,46049090,153.0
LA RIOJA,Famatina,Santa Cruz,wireless,46049110,22.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,fibra optica,46056010,1.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,wireless,46056010,93.0
LA RIOJA,General Angel V. Peñaloza,Tama,adsl,46056020,6.0
LA RIOJA,General Angel V. Peñaloza,Tama,fibra optica,46056020,1.0
LA RIOJA,General Angel V. Peñaloza,Tama,wireless,46056020,149.0
LA RIOJA,General Belgrano,Castro Barros,wireless,46063010,1.0
LA RIOJA,General Belgrano,Chañar,adsl,46063020,3.0
LA RIOJA,General Belgrano,Chañar,fibra optica,46063020,1.0
LA RIOJA,General Belgrano,Chañar,wireless,46063020,90.0
LA RIOJA,General Belgrano,Loma Blanca,satelital,46063030,2.0
LA RIOJA,General Belgrano,Olta,cablemodem,46063040,1069.0
LA RIOJA,General Belgrano,Olta,fibra optica,46063040,1.0
LA RIOJA,General Belgrano,Olta,satelital,46063040,1.0
LA RIOJA,General Belgrano,Olta,wireless,46063040,6.0
LA RIOJA,General Juan F. Quiroga,Malanzán,fibra optica,46070010,1.0
LA RIOJA,General Juan F. Quiroga,Malanzán,wireless,46070010,347.0
LA RIOJA,General Juan F. Quiroga,Nácate,wireless,46070020,78.0
LA RIOJA,General Juan F. Quiroga,Portezuelo,fibra optica,46070030,1.0
LA RIOJA,General Juan F. Quiroga,Portezuelo,wireless,46070030,227.0
LA RIOJA,General Juan F. Quiroga,San Antonio,wireless,46070040,33.0
LA RIOJA,General Lamadrid,Villa Castelli,fibra optica,46077010,1.0
LA RIOJA,General Lamadrid,Villa Castelli,wireless,46077010,255.0
LA RIOJA,General Ocampo,Ambil,wireless,46084010,34.0
LA RIOJA,General Ocampo,Milagro,cablemodem,46084030,813.0
LA RIOJA,General Ocampo,Milagro,fibra optica,46084030,1.0
LA RIOJA,General Ocampo,Santa Rita de Catuna,cablemodem,46084050,299.0
LA RIOJA,General Ocampo,Santa Rita de Catuna,satelital,46084050,1.0
LA RIOJA,General San Martín,Ulapes,cablemodem,46091010,691.0
LA RIOJA,General San Martín,Ulapes,fibra optica,46091010,2.0
LA RIOJA,General San Martín,Ulapes,wireless,46091010,1.0
LA RIOJA,Independencia,Amaná,adsl,46105010,1.0
LA RIOJA,Independencia,Amaná,wireless,46105010,1.0
LA RIOJA,Independencia,OTROS,satelital,Sin Datos,1.0
LA RIOJA,Independencia,Patquía,adsl,46105020,14.0
LA RIOJA,Independencia,Patquía,fibra optica,46105020,1.0
LA RIOJA,Independencia,Patquía,wireless,46105020,279.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,cablemodem,46112010,2312.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,fibra optica,46112010,3.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,satelital,46112010,1.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,wireless,46112010,373.0
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,wireless,46112020,116.0
LA RIOJA,San Blas de los Sauces,Alpasinche,fibra optica,46119010,2.0
LA RIOJA,San Blas de los Sauces,Alpasinche,wireless,46119010,49.0
LA RIOJA,San Blas de los Sauces,Andolucas,wireless,46119010,16.0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,wireless,46119010,16.0
LA RIOJA,San Blas de los Sauces,Cuipan,wireless,46119010,50.0
LA RIOJA,San Blas de los Sauces,Las Talas,cablemodem,46119010,1.0
LA RIOJA,San Blas de los Sauces,Las Talas,wireless,46119010,42.0
LA RIOJA,San Blas de los Sauces,Los Robles,cablemodem,46119010,1.0
LA RIOJA,San Blas de los Sauces,Los Robles,fibra optica,46119010,3.0
LA RIOJA,San Blas de los Sauces,Los Robles,satelital,46119010,1.0
LA RIOJA,San Blas de los Sauces,Los Robles,wireless,46119010,102.0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,wireless,46119010,156.0
LA RIOJA,San Blas de los Sauces,San Blas,wireless,46119010,48.0
LA RIOJA,San Blas de los Sauces,Shaqui,fibra optica,46119010,1.0
LA RIOJA,San Blas de los Sauces,Shaqui,wireless,46119010,73.0
LA RIOJA,San Blas de los Sauces,Suriyaco,wireless,46119010,2.0
LA RIOJA,San Blas de los Sauces,Tuyubil,wireless,46119010,2.0
LA RIOJA,Sanagasta,Villa Sanagasta,cablemodem,46126010,543.0
LA RIOJA,Sanagasta,Villa Sanagasta,fibra optica,46126010,5.0
LA RIOJA,Sanagasta,Villa Sanagasta,satelital,46126010,1.0
LA RIOJA,Sanagasta,Villa Sanagasta,wireless,46126010,5.0
LA RIOJA,Vinchina,Jagüé,wireless,46098010,2.0
LA RIOJA,Vinchina,Villa San José de Vinchina,fibra optica,46098020,2.0
LA RIOJA,Vinchina,Villa San José de Vinchina,wireless,46098020,431.0
MENDOZA,Capital,Mendoza,adsl,50007010,3493.0
MENDOZA,Capital,Mendoza,cablemodem,50007010,55838.0
MENDOZA,Capital,Mendoza,dial up,50007010,176.0
MENDOZA,Capital,Mendoza,fibra optica,50007010,47608.0
MENDOZA,Capital,Mendoza,otros,50007010,23.0
MENDOZA,Capital,Mendoza,satelital,50007010,13.0
MENDOZA,Capital,Mendoza,wireless,50007010,2042.0
MENDOZA,General Alvear,Bowen,cablemodem,50014010,68.0
MENDOZA,General Alvear,Bowen,dial up,50014010,1.0
MENDOZA,General Alvear,Bowen,wireless,50014010,95.0
MENDOZA,General Alvear,Carmensa,wireless,50014020,79.0
MENDOZA,General Alvear,General Alvear,adsl,50014030,527.0
MENDOZA,General Alvear,General Alvear,cablemodem,50014030,3543.0
MENDOZA,General Alvear,General Alvear,dial up,50014030,1.0
MENDOZA,General Alvear,General Alvear,fibra optica,50014030,2224.0
MENDOZA,General Alvear,General Alvear,otros,50014030,33.0
MENDOZA,General Alvear,General Alvear,satelital,50014030,1.0
MENDOZA,General Alvear,General Alvear,wireless,50014030,3385.0
MENDOZA,Godoy Cruz,Gobernador Benegas,fibra optica,50021010,324.0
MENDOZA,Godoy Cruz,Godoy Cruz,adsl,50021010,2110.0
MENDOZA,Godoy Cruz,Godoy Cruz,cablemodem,50021010,13.0
MENDOZA,Godoy Cruz,Godoy Cruz,dial up,50021010,84.0
MENDOZA,Godoy Cruz,Godoy Cruz,fibra optica,50021010,40390.0
